Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Reed, Jordan",SFO,@DAL,TE,9.5,0.7,6.3,76.0,0.6,0.2,0.2,0.0,0.0,0.1,0.0,1.0,0.0,0.0,3.0,0.0,0.8,17.6
2,"Kelce, Travis",KCC,@NOS,TE,7.5,0.9,5.4,70.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,15.0
3,"Waller, Darren",LVR,LAC,TE,7.7,1.1,5.7,57.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,13.3
4,"Andrews, Mark",BAL,JAC,TE,6.2,0.9,4.1,53.0,0.6,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.7
5,"Boyle, Nick",BAL,JAC,TE,5.1,0.7,3.8,46.0,0.6,0.4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.1
6,"Engram, Evan",NYG,CLE,TE,7.8,1.0,4.7,54.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.1,0.8,11.7
7,"Tonyan, Robert",GBP,CAR,TE,4.4,0.4,3.7,45.0,0.6,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.5
8,"Henry, Hunter",LAC,@LVR,TE,6.8,1.0,4.4,46.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.9
9,"Ertz, Zach",PHI,@ARI,TE,7.0,0.9,4.4,46.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.8
10,"Hockenson, T.J.",DET,@TEN,TE,6.4,1.0,3.8,45.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.5
11,"Higbee, Tyler",LAR,NYJ,TE,5.6,0.7,4.1,45.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,10.3
12,"Ebron, Eric",PIT,@CIN,TE,6.2,1.1,3.8,37.0,0.4,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,9.8
13,"Burton, Trey",IND,HOU,TE,4.8,1.1,2.9,31.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,9.6
14,"Gronkowski, Rob",TBB,@ATL,TE,5.2,1.0,3.1,42.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5
15,"Hurst, Hayden",ATL,TBB,TE,5.6,0.7,3.8,42.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.4
16,"Smith, Jonnu",TEN,DET,TE,3.9,0.9,2.6,29.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.7,8.8
17,"Hooper, Austin",CLE,@NYG,TE,4.7,0.7,3.3,33.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,8.8
18,"Goedert, Dallas",PHI,@ARI,TE,4.8,0.6,3.3,35.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,8.7
