Tyrod Taylor,LAC,500.5,314.4,"3,605.5",21.6,13.8,63.2,295.6,2.7,2.0,244.9
,high,513.0,315.0,"3,891.0",23.0,10.5,78.4,365.2,4.4,2.0,252.0
,low,488.0,313.9,"3,320.0",20.2,17.0,48.0,226.0,1.0,2.0,242.2
Kirk Cousins,MIN,491.7,331.8,"3,839.1",25.8,10.1,37.7,114.3,1.2,6.0,242.9
,high,527.4,350.6,"4,066.2",26.6,9.2,43.0,125.6,1.3,6.0,265.1
,low,456.0,313.0,"3,612.0",25.0,11.0,32.3,103.0,1.0,6.0,238.8
Jimmy Garoppolo,SF,486.6,326.9,"3,831.9",27.2,15.5,43.3,102.9,1.3,4.0,241.1
,high,517.2,346.8,"3,934.9",28.5,12.1,51.0,132.8,1.5,4.0,262.1
,low,456.0,307.0,"3,729.0",26.0,19.0,35.6,73.0,1.0,4.0,228.5
Gardner Minshew II,JAC,563.2,349.5,"3,874.9",21.0,11.4,69.4,317.7,1.4,8.0,240.7
,high,568.3,353.0,"3,976.8",21.0,11.0,80.0,387.0,1.9,8.0,257.6
,low,558.0,346.0,"3,773.0",21.0,11.7,58.8,248.5,1.0,8.0,248.1
Derek Carr,LV,519.5,357.8,"3,956.9",23.8,10.7,26.0,86.3,1.6,5.0,240.4
,high,557.1,371.6,"4,117.7",24.5,10.4,28.0,109.5,2.0,5.0,255.7
,low,482.0,344.0,"3,796.0",23.0,11.0,24.0,63.0,1.3,5.0,240.1
Teddy Bridgewater,CAR,585.2,374.0,"4,051.4",22.6,14.0,26.6,90.2,0.6,0.0,237.3
,high,599.0,381.0,"4,092.0",23.3,13.0,41.3,167.5,1.2,0.0,249.9
,low,571.5,367.0,"4,010.7",22.0,15.0,12.0,13.0,0.0,0.0,223.0
Joe Burrow,CIN,581.1,360.1,"4,030.7",22.9,14.0,31.9,154.7,1.2,6.0,235.7
,high,588.0,361.0,"4,072.3",24.0,13.9,37.7,156.4,1.4,6.0,248.9
,low,574.1,359.2,"3,989.0",21.8,14.0,26.0,153.0,1.0,6.0,242.0
Mitchell Trubisky,CHI,511.0,328.4,"3,363.5",21.8,12.3,47.0,209.7,2.0,1.0,228.3
,high,559.0,354.9,"3,651.1",24.6,12.0,69.0,300.4,3.1,1.0,262.4
,low,463.0,302.0,"3,076.0",19.0,12.6,25.0,119.0,1.0,1.0,192.9
Drew Lock,DEN,536.4,343.7,"3,846.4",22.3,12.9,33.5,140.4,0.6,4.0,226.8
,high,538.0,344.0,"3,863.7",23.0,10.8,36.0,152.0,1.1,4.0,235.7
,low,534.8,343.3,"3,829.0",21.7,15.0,31.0,128.8,0.0,4.0,230.4
Sam Darnold,NYJ,530.1,337.3,"3,706.9",23.0,16.9,42.4,146.5,1.9,3.0,226.5
,high,544.1,344.6,"3,816.9",24.0,11.7,42.9,187.0,2.0,3.0,248.3
,low,516.0,330.0,"3,597.0",22.0,22.0,42.0,106.0,1.7,3.0,210.5
Philip Rivers,IND,530.4,333.1,"3,803.0",25.6,13.3,14.1,32.8,0.1,3.0,225.9
,high,532.9,346.2,"4,077.9",26.2,12.0,21.0,43.0,0.2,3.0,239.5
,low,528.0,320.0,"3,528.0",25.0,14.6,7.1,22.6,0.0,3.0,221.4
Dwayne Haskins,WAS,469.5,292.5,"3,261.4",18.9,14.4,23.0,93.8,0.3,3.0,182.6
,high,502.1,313.1,"3,622.7",19.8,11.8,25.0,99.0,0.7,3.0,207.4
,low,437.0,272.0,"2,900.0",18.0,17.0,21.1,88.7,0.0,3.0,163.9
Ryan Fitzpatrick,MIA,403.9,251.9,"2,798.8",16.2,13.2,31.3,144.6,1.7,1.0,172.7
,high,583.8,364.9,"4,097.6",23.3,8.0,38.6,169.1,2.0,1.0,240.0
,low,224.0,139.0,"1,500.0",9.0,18.5,24.0,120.0,1.4,1.0,104.0
Tua Tagovailoa,MIA,193.5,124.0,"1,380.0",8.5,7.0,8.0,33.0,0.5,3.0,75.5
,high,387.0,248.0,"2,760.0",17.0,0.0,16.0,66.0,1.0,3.0,163.0
,low,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0
Jalen Hurts,PHI,18.0,11.0,121.0,1.0,0.0,41.0,217.0,2.0,6.0,30.5
,high,18.0,11.0,121.0,1.0,0.0,41.0,217.0,2.0,6.0,42.5
,low,18.0,11.0,121.0,1.0,0.0,41.0,217.0,2.0,6.0,42.5
Taysom Hill,NO,12.0,7.0,77.0,1.0,0.0,1.0,4.0,1.0,0.0,13.5
,high,12.0,7.0,77.0,1.0,0.0,1.0,4.0,1.0,0.0,13.5
,low,12.0,7.0,77.0,1.0,0.0,1.0,4.0,1.0,0.0,13.5
Nick Foles,CHI,41.0,27.0,271.5,1.5,1.0,2.0,5.0,0.0,1.0,13.4
,high,82.0,54.0,543.0,3.0,0.0,4.0,10.0,0.0,1.0,30.7
,low,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
David Blough,DET,23.0,14.0,159.0,1.0,1.0,4.0,17.0,0.0,0.0,10.1
,high,23.0,14.0,159.0,1.0,1.0,4.0,17.0,0.0,0.0,10.1
,low,23.0,14.0,159.0,1.0,1.0,4.0,17.0,0.0,0.0,10.1
John Wolford,LAR,19.0,12.0,136.0,1.0,0.0,1.0,3.0,0.0,0.0,9.7
,high,19.0,12.0,136.0,1.0,0.0,1.0,3.0,0.0,0.0,9.7
,low,19.0,12.0,136.0,1.0,0.0,1.0,3.0,0.0,0.0,9.7
Phillip Walker,CAR,18.0,12.0,125.0,1.0,0.0,1.0,4.0,0.0,0.0,9.4
,high,18.0,12.0,125.0,1.0,0.0,1.0,4.0,0.0,0.0,9.4
,low,18.0,12.0,125.0,1.0,0.0,1.0,4.0,0.0,0.0,9.4
Jake Luton,JAC,17.0,11.0,116.0,1.0,0.0,1.0,3.0,0.0,0.0,8.9
,high,17.0,11.0,116.0,1.0,0.0,1.0,3.0,0.0,0.0,8.9
,low,17.0,11.0,116.0,1.0,0.0,1.0,3.0,0.0,0.0,8.9
Logan Woodside,TEN,12.0,8.0,105.0,1.0,0.0,1.0,4.0,0.0,0.0,8.6
,high,12.0,8.0,105.0,1.0,0.0,1.0,4.0,0.0,0.0,8.6
,low,12.0,8.0,105.0,1.0,0.0,1.0,4.0,0.0,0.0,8.6
Geno Smith,SEA,16.0,8.0,91.0,1.0,0.0,5.0,5.0,0.0,0.0,8.1
,high,16.0,8.0,91.0,1.0,0.0,5.0,5.0,0.0,0.0,8.1
,low,16.0,8.0,91.0,1.0,0.0,5.0,5.0,0.0,0.0,8.1
Alex Smith,WAS,14.0,9.0,92.0,1.0,1.0,2.0,6.0,0.0,0.0,6.3
,high,14.0,9.0,92.0,1.0,1.0,2.0,6.0,0.0,0.0,6.3
,low,14.0,9.0,92.0,1.0,1.0,2.0,6.0,0.0,0.0,6.3
Jameis Winston,NO,11.5,7.5,78.5,0.5,0.0,2.0,9.0,0.0,0.0,6.0
,high,23.0,15.0,157.0,1.0,0.0,4.0,18.0,0.0,0.0,12.1
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Mariota,LV,10.0,7.5,80.0,0.5,0.0,1.0,6.0,0.0,0.0,5.8
,high,20.0,15.0,160.0,1.0,0.0,2.0,12.0,0.0,0.0,11.6
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,ARI,11.5,7.0,74.0,0.5,0.0,2.0,8.0,0.0,0.0,5.8
,high,23.0,14.0,148.0,1.0,0.0,4.0,16.0,0.0,0.0,11.5
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Dalton,DAL,11.5,7.5,92.0,0.5,0.5,2.5,10.5,0.0,0.0,5.7
,high,23.0,15.0,184.0,1.0,0.0,5.0,21.0,0.0,0.0,11.5
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,KC,10.5,7.0,81.0,0.5,0.0,1.0,3.5,0.0,0.0,5.6
,high,21.0,14.0,162.0,1.0,0.0,2.0,7.0,0.0,0.0,11.2
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,BAL,9.5,6.0,72.0,0.5,0.5,3.0,16.0,0.0,0.0,5.5
,high,19.0,12.0,144.0,1.0,0.0,6.0,32.0,0.0,0.0,11.0
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Justin Herbert,LAC,13.0,8.0,102.5,0.5,0.5,1.0,3.0,0.0,0.0,5.4
,high,26.0,16.0,205.0,1.0,0.0,2.0,6.0,0.0,0.0,10.8
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,DET,11.5,7.0,83.5,0.5,0.5,2.0,8.5,0.0,0.0,5.2
,high,23.0,14.0,167.0,1.0,0.0,4.0,17.0,0.0,0.0,10.4
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Case Keenum,CLE,13.0,8.0,101.0,0.5,0.5,0.5,1.0,0.0,0.0,5.1
,high,26.0,16.0,202.0,1.0,0.0,1.0,2.0,0.0,0.0,10.3
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,ATL,13.0,9.0,97.5,0.5,0.5,2.0,1.5,0.0,0.0,5.1
,high,26.0,18.0,195.0,1.0,0.0,4.0,3.0,0.0,0.0,10.1
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,NE,10.5,6.5,68.5,0.5,0.0,2.5,2.0,0.0,0.0,4.9
,high,21.0,13.0,137.0,1.0,0.0,5.0,4.0,0.0,0.0,9.9
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Rudolph,PIT,11.0,7.5,79.0,0.5,0.5,2.0,7.0,0.0,0.0,4.9
,high,22.0,15.0,158.0,1.0,0.0,4.0,14.0,0.0,0.0,9.7
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,DEN,11.0,6.0,68.5,0.5,0.5,2.0,11.0,0.0,0.0,4.8
,high,22.0,12.0,137.0,1.0,0.0,4.0,22.0,0.0,0.0,9.7
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,NYG,12.0,7.5,82.0,0.5,0.5,1.0,5.5,0.0,0.0,4.8
,high,24.0,15.0,164.0,1.0,0.0,2.0,11.0,0.0,0.0,9.7
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ryan Finley,CIN,12.0,7.0,76.0,0.5,0.5,2.0,7.5,0.0,0.0,4.8
,high,24.0,14.0,152.0,1.0,0.0,4.0,15.0,0.0,0.0,9.6
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,HOU,10.5,7.0,81.5,0.5,0.5,0.5,3.0,0.0,0.0,4.6
,high,21.0,14.0,163.0,1.0,0.0,1.0,6.0,0.0,0.0,9.1
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,TB,11.0,6.5,84.5,0.5,0.5,2.0,1.5,0.0,0.0,4.5
,high,22.0,13.0,169.0,1.0,0.0,4.0,3.0,0.0,0.0,9.1
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,BUF,8.5,5.0,54.5,0.5,0.0,2.0,2.0,0.0,0.0,4.4
,high,17.0,10.0,109.0,1.0,0.0,4.0,4.0,0.0,0.0,8.8
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boyle,GB,9.5,6.0,55.5,0.5,0.0,2.0,1.5,0.0,0.0,4.4
,high,19.0,12.0,111.0,1.0,0.0,4.0,3.0,0.0,0.0,8.7
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Mullens,SF,9.0,6.0,75.5,0.5,0.5,2.5,2.5,0.0,0.0,4.3
,high,18.0,12.0,151.0,1.0,0.0,5.0,5.0,0.0,0.0,8.5
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Joe Flacco,NYJ,9.0,5.5,63.0,0.5,0.5,1.5,5.5,0.0,0.0,4.1
,high,18.0,11.0,126.0,1.0,0.0,3.0,11.0,0.0,0.0,8.1
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kyle Allen,WAS,9.5,5.5,61.0,0.5,0.5,1.0,3.5,0.0,0.0,3.8
,high,19.0,11.0,122.0,1.0,0.0,2.0,7.0,0.0,0.0,7.6
,low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,MIN,9.0,5.5,65.0,0.0,0.0,2.5,2.0,0.0,0.0,2.8
,high,18.0,11.0,130.0,0.0,0.0,5.0,4.0,0.0,0.0,5.6
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Eason,IND,10.0,6.0,64.0,0.0,0.0,1.0,2.0,0.0,0.0,2.8
,high,10.0,6.0,64.0,0.0,0.0,1.0,2.0,0.0,0.0,2.8
,low,10.0,6.0,64.0,0.0,0.0,1.0,2.0,0.0,0.0,2.8
Jacoby Brissett,IND,5.5,3.0,35.5,0.0,0.0,1.0,5.0,0.0,0.0,1.9
,high,11.0,6.0,71.0,0.0,0.0,2.0,10.0,0.0,0.0,3.8
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Peterman,LV,4.0,3.0,30.0,0.0,0.0,1.0,4.0,0.0,0.0,1.6
,high,4.0,3.0,30.0,0.0,0.0,1.0,4.0,0.0,0.0,1.6
,low,4.0,3.0,30.0,0.0,0.0,1.0,4.0,0.0,0.0,1.6
Jake Fromm,BUF,4.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2
,high,4.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2
,low,4.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2
Jarrett Stidham,NE,4.0,2.5,25.0,0.0,0.0,1.0,1.0,0.0,0.0,1.1
,high,8.0,5.0,50.0,0.0,0.0,2.0,2.0,0.0,0.0,2.2
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,NYJ,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
,high,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
,low,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Matt Moore,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlin Hodges,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Kelly,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Grier,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
