Jimmy Garoppolo,SF,481.3,318.3,"3,776.4",25.3,12.4,37.9,64.6,1.3,4.0,234.1
,high,494.0,321.0,"3,855.0",26.0,12.0,44.8,74.2,1.7,4.0,308.3
,low,468.6,315.7,"3,697.8",24.7,12.8,31.0,55.0,1.0,4.0,230.3
Kirk Cousins,MIN,508.1,341.7,"3,794.2",23.1,9.2,30.6,83.1,1.4,4.3,233.8
,high,520.0,348.0,"3,845.0",25.0,9.0,33.1,92.2,1.8,4.3,305.7
,low,496.3,335.4,"3,743.5",21.2,9.4,28.0,74.0,1.0,4.3,227.0
Joe Burrow,CIN,525.0,326.1,"3,728.5",21.4,15.3,59.8,258.4,1.9,3.9,233.6
,high,532.0,331.2,"3,729.9",23.0,13.5,66.0,259.0,2.0,3.9,316.3
,low,518.0,321.0,"3,727.0",19.8,17.0,53.6,257.8,1.8,3.9,230.1
Drew Lock,DEN,517.5,327.9,"3,612.5",21.8,11.8,55.1,222.8,1.6,4.4,230.8
,high,522.0,329.0,"3,677.0",22.0,11.7,59.0,225.0,2.0,4.4,299.9
,low,513.0,326.8,"3,548.0",21.6,12.0,51.2,220.7,1.1,4.4,229.9
Baker Mayfield,CLE,495.6,308.3,"3,600.0",24.1,14.7,29.4,135.2,1.3,3.2,225.9
,high,522.0,323.0,"3,756.0",24.2,14.4,30.7,148.0,1.6,3.2,304.6
,low,469.3,293.5,"3,444.1",24.0,15.0,28.0,122.4,1.0,3.2,221.1
Philip Rivers,IND,523.8,340.2,"3,975.1",24.8,15.2,13.7,24.3,0.1,3.3,224.2
,high,543.0,353.0,"4,180.0",25.5,14.4,15.4,29.7,0.2,3.3,306.9
,low,504.5,327.5,"3,770.2",24.0,16.0,12.0,19.0,0.0,3.3,221.9
Derek Carr,LV,499.4,326.3,"3,683.6",21.9,9.8,27.0,72.7,1.1,3.8,221.4
,high,517.7,344.6,"3,808.2",23.7,9.6,28.0,80.5,1.2,3.8,270.5
,low,481.0,308.0,"3,559.0",20.0,10.0,26.0,65.0,1.0,3.8,235.6
Sam Darnold,NYJ,515.9,313.5,"3,617.3",22.0,14.4,44.3,111.4,1.4,4.8,214.0
,high,534.8,329.1,"3,752.7",22.0,14.0,47.0,117.0,1.8,4.8,279.8
,low,497.0,298.0,"3,482.0",22.0,14.8,41.7,105.8,1.0,4.8,220.5
Teddy Bridgewater,CAR,515.6,330.7,"3,681.0",19.8,12.3,39.1,80.1,1.1,3.1,210.1
,high,528.0,338.0,"3,751.0",22.0,9.7,44.2,85.0,1.2,3.1,290.1
,low,503.2,323.5,"3,611.1",17.5,15.0,34.0,75.3,1.0,3.1,203.8
Dwayne Haskins,WAS,483.1,293.4,"3,386.0",16.5,12.9,42.8,189.5,1.1,5.5,190.4
,high,517.2,321.8,"3,722.0",17.0,12.0,43.0,190.0,1.3,5.5,241.4
,low,449.0,265.0,"3,050.0",16.0,13.9,42.5,189.0,1.0,5.5,204.7
Tua Tagovailoa,MIA,337.1,205.0,"2,383.8",12.8,8.3,33.7,127.8,1.0,3.1,142.5
,high,427.1,262.0,"3,011.6",16.5,6.0,35.0,129.5,1.1,3.1,178.3
,low,247.0,148.0,"1,756.0",9.0,10.7,32.3,126.0,1.0,3.1,142.4
Tyrod Taylor,LAC,259.6,164.0,"1,844.0",10.6,5.2,40.7,187.6,1.5,1.2,130.8
,high,346.0,218.0,"2,425.0",14.0,3.4,56.0,245.0,2.0,1.2,213.8
,low,173.3,110.0,"1,262.9",7.1,7.0,25.4,130.3,1.0,1.2,88.7
Nick Foles,CHI,312.4,201.0,"2,254.6",13.1,7.3,14.9,27.8,0.2,2.2,127.6
,high,358.0,229.0,"2,612.0",17.0,5.7,18.0,42.0,0.4,2.2,202.8
,low,266.7,173.0,"1,897.2",9.2,9.0,11.7,13.7,0.0,2.2,100.8
Justin Herbert,LAC,276.2,170.1,"1,986.2",10.6,7.8,31.8,125.8,1.1,2.6,120.0
,high,355.5,224.2,"2,616.4",14.1,6.0,33.7,135.7,1.2,2.6,157.5
,low,197.0,116.0,"1,356.0",7.0,9.6,30.0,116.0,1.0,2.6,113.4
Mitchell Trubisky,CHI,265.9,169.1,"1,856.1",9.7,6.5,26.7,131.3,1.0,2.3,114.5
,high,326.7,207.2,"2,259.1",11.4,6.0,29.3,157.6,1.0,2.3,139.0
,low,205.0,131.0,"1,453.0",8.0,7.1,24.0,105.0,1.0,2.3,121.2
Ryan Fitzpatrick,MIA,254.8,159.1,"1,802.8",10.6,7.7,25.6,109.7,0.9,1.2,112.6
,high,348.0,219.0,"2,436.0",15.0,4.4,35.0,141.0,1.0,1.2,201.9
,low,161.5,99.1,"1,169.7",6.2,11.0,16.3,78.5,0.7,1.2,72.1
Phillip Walker,CAR,95.7,56.7,648.8,3.2,2.8,6.9,28.2,0.3,0.7,36.2
,high,95.7,56.7,648.8,3.2,2.8,6.9,28.2,0.3,0.7,36.1
,low,95.7,56.7,648.8,3.2,2.8,6.9,28.2,0.3,0.7,36.1
Marcus Mariota,LV,66.0,39.0,459.0,4.0,2.0,8.0,37.0,0.0,0.0,34.1
,high,66.0,39.0,459.0,4.0,2.0,8.0,37.0,0.0,0.0,42.7
,low,66.0,39.0,459.0,4.0,2.0,8.0,37.0,0.0,0.0,0.0
Jalen Hurts,PHI,38.3,21.9,272.2,1.5,0.7,12.6,65.9,0.8,0.4,26.0
,high,41.6,24.8,288.4,1.9,0.0,13.0,66.9,1.0,0.4,29.3
,low,35.0,19.0,256.0,1.0,1.4,12.2,65.0,0.6,0.4,26.0
Taysom Hill,NO,9.0,4.0,61.0,0.0,0.0,31.0,174.0,1.0,0.0,25.8
,high,9.0,4.0,61.0,0.0,0.0,31.0,174.0,1.0,0.0,26.5
,low,9.0,4.0,61.0,0.0,0.0,31.0,174.0,1.0,0.0,26.5
Jarrett Stidham,NE,55.3,34.9,391.3,2.4,1.5,5.5,17.5,0.0,0.3,23.6
,high,68.0,42.0,490.0,3.0,1.0,9.0,27.0,0.1,0.3,39.2
,low,42.7,27.8,292.5,1.8,2.0,1.9,8.0,0.0,0.3,17.5
Mason Rudolph,PIT,56.1,34.3,381.9,2.4,1.3,3.5,14.4,0.1,0.5,23.4
,high,61.1,38.6,408.7,2.9,1.0,6.1,22.8,0.2,0.5,26.8
,low,51.0,30.0,355.0,2.0,1.7,1.0,6.0,0.0,0.5,26.4
Will Grier,CAR,51.0,31.0,354.0,2.0,1.0,1.0,6.0,0.0,0.0,20.8
,high,51.0,31.0,354.0,2.0,1.0,1.0,6.0,0.0,0.0,26.3
,low,51.0,31.0,354.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0
Alex Smith,WAS,42.4,27.1,305.6,1.8,0.5,3.5,16.9,0.1,0.3,19.9
,high,49.8,32.2,366.1,2.0,0.0,5.1,25.8,0.1,0.3,21.8
,low,35.0,22.0,245.0,1.6,0.9,2.0,8.0,0.0,0.3,21.1
Jake Luton,JAC,56.8,33.2,381.4,1.5,1.9,3.5,14.2,0.0,0.4,18.3
,high,62.7,38.3,423.9,2.0,1.7,4.0,16.0,0.1,0.4,22.6
,low,51.0,28.0,339.0,1.0,2.0,3.1,12.5,0.0,0.4,22.3
Jacoby Brissett,IND,39.5,24.1,255.1,1.8,0.5,2.8,11.6,0.2,0.3,18.1
,high,39.5,24.1,255.1,1.8,0.5,2.8,11.6,0.2,0.3,18.0
,low,39.5,24.1,255.1,1.8,0.5,2.8,11.6,0.2,0.3,18.0
Case Keenum,CLE,43.5,28.2,298.3,1.8,1.1,1.5,4.9,0.0,0.5,16.8
,high,56.1,36.4,387.6,2.6,1.0,2.0,6.8,0.1,0.5,23.9
,low,31.0,20.0,209.0,1.0,1.2,1.0,3.0,0.0,0.5,14.8
Blaine Gabbert,TB,31.7,18.8,226.7,1.7,0.8,1.6,6.7,0.0,0.3,14.4
,high,44.4,26.7,322.3,2.3,0.0,2.2,8.3,0.1,0.3,19.6
,low,19.0,11.0,131.0,1.0,1.5,1.0,5.0,0.0,0.3,11.1
Matt Schaub,ATL,30.1,19.3,223.2,1.4,0.7,0.8,3.2,0.0,0.2,13.2
,high,30.1,19.3,223.2,1.4,0.7,0.8,3.2,0.0,0.2,13.2
,low,30.1,19.3,223.2,1.4,0.7,0.8,3.2,0.0,0.2,13.2
Matt Barkley,BUF,31.8,20.0,240.2,1.4,1.3,2.1,7.1,0.1,0.5,12.7
,high,43.7,27.1,339.3,1.8,1.0,3.1,13.1,0.1,0.5,18.5
,low,20.0,13.0,141.0,1.0,1.6,1.0,1.0,0.0,0.5,11.2
Jameis Winston,NO,29.6,18.5,235.5,1.0,0.8,2.1,8.3,0.0,0.3,12.3
,high,40.1,25.0,316.0,2.1,0.0,2.2,10.6,0.1,0.3,18.5
,low,19.0,12.0,155.0,0.0,1.6,2.0,6.0,0.0,0.3,8.4
Colt McCoy,NYG,35.0,21.6,242.1,1.1,0.8,0.5,2.4,0.0,0.3,12.2
,high,43.0,26.0,288.0,1.2,0.7,1.0,4.9,0.0,0.3,18.4
,low,26.9,17.2,196.2,1.0,1.0,0.0,0.0,0.0,0.3,11.5
Brett Hundley,ARI,26.4,16.4,177.1,1.3,0.8,1.8,10.6,0.1,0.2,11.7
,high,26.4,16.4,177.1,1.3,0.8,1.8,10.6,0.1,0.2,11.8
,low,26.4,16.4,177.1,1.3,0.8,1.8,10.6,0.1,0.2,11.8
Geno Smith,SEA,24.6,15.3,175.9,1.5,0.7,0.8,2.7,0.0,0.3,11.5
,high,24.6,15.3,175.9,1.5,0.7,0.8,2.7,0.0,0.3,11.6
,low,24.6,15.3,175.9,1.5,0.7,0.8,2.7,0.0,0.3,11.6
Ryan Finley,CIN,25.7,16.1,187.1,1.0,0.3,2.6,10.8,0.0,0.3,11.4
,high,26.5,16.1,189.0,1.0,0.0,4.0,16.0,0.0,0.3,15.1
,low,25.0,16.0,185.2,1.0,0.6,1.2,5.6,0.0,0.3,10.3
Robert Griffin III,BAL,21.5,13.6,155.6,1.2,0.8,4.8,17.6,0.1,0.2,11.2
,high,24.0,15.2,166.3,1.3,0.6,5.5,22.3,0.2,0.2,13.7
,low,19.0,12.0,145.0,1.0,1.0,4.0,13.0,0.0,0.2,12.6
Jeff Driskel,DEN,32.0,19.8,215.9,1.0,1.3,1.6,9.2,0.0,0.2,10.8
,high,40.0,25.0,265.0,1.0,0.6,2.1,12.3,0.1,0.2,17.9
,low,24.1,14.7,166.9,1.0,2.0,1.0,6.0,0.0,0.2,10.8
AJ McCarron,HOU,29.1,17.3,195.5,1.1,0.9,1.1,4.6,0.0,0.2,10.7
,high,31.0,19.0,215.0,1.3,0.8,1.3,5.2,0.0,0.2,15.2
,low,27.2,15.6,176.1,1.0,1.0,1.0,4.0,0.0,0.2,10.8
Sean Mannion,MIN,30.2,17.6,213.2,0.9,0.9,0.4,1.9,0.0,0.3,10.2
,high,36.0,21.0,272.0,1.0,0.8,0.8,2.0,0.0,0.3,17.8
,low,24.4,14.1,154.3,0.9,1.0,0.0,1.8,0.0,0.3,7.9
John Wolford,LAR,27.5,16.3,179.2,1.0,0.8,1.2,5.0,0.1,0.2,9.9
,high,27.5,16.3,179.2,1.0,0.8,1.2,5.0,0.1,0.2,9.9
,low,27.5,16.3,179.2,1.0,0.8,1.2,5.0,0.1,0.2,9.9
Jordan Love,GB,16.7,10.5,123.1,0.8,0.3,3.8,18.2,0.0,0.1,9.4
,high,20.0,13.0,155.0,1.0,0.0,7.0,34.0,0.0,0.1,15.2
,low,13.5,7.9,91.1,0.6,0.5,0.6,2.4,0.0,0.1,5.4
Nathan Peterman,LV,25.1,15.3,163.8,1.0,0.9,0.8,3.7,0.0,0.2,9.1
,high,25.1,15.3,163.8,1.0,0.9,0.8,3.7,0.0,0.2,9.1
,low,25.1,15.3,163.8,1.0,0.9,0.8,3.7,0.0,0.2,9.1
Logan Woodside,TEN,23.2,13.9,161.1,1.0,0.8,0.5,3.0,0.0,0.2,9.0
,high,24.0,15.0,178.0,1.1,0.7,1.0,4.1,0.0,0.2,13.1
,low,22.4,12.9,144.2,1.0,1.0,0.0,2.0,0.0,0.2,9.0
Joe Flacco,NYJ,20.9,13.6,144.4,1.0,0.4,0.4,0.8,0.0,0.2,8.6
,high,20.9,13.6,144.4,1.0,0.4,0.4,0.8,0.0,0.2,8.6
,low,20.9,13.6,144.4,1.0,0.4,0.4,0.8,0.0,0.2,8.6
Chase Daniel,DET,22.6,14.0,162.0,0.7,0.4,0.9,3.4,0.0,0.2,8.5
,high,26.3,17.1,188.0,1.4,0.0,1.0,4.0,0.0,0.2,11.6
,low,19.0,11.0,136.0,0.0,0.7,0.9,2.9,0.0,0.2,7.2
Nick Mullens,SF,25.9,16.2,181.4,0.6,0.8,0.1,0.2,0.0,0.1,7.7
,high,28.0,17.0,186.0,1.2,0.7,0.2,0.4,0.0,0.1,10.3
,low,23.7,15.4,176.9,0.0,1.0,0.0,0.0,0.0,0.1,9.3
Andy Dalton,DAL,20.6,12.7,145.2,0.6,0.4,0.3,1.5,0.0,0.2,7.4
,high,27.1,16.4,187.4,1.2,0.0,0.6,2.0,0.0,0.2,11.0
,low,14.0,9.0,103.0,0.0,0.7,0.0,1.0,0.0,0.2,5.3
Chad Henne,KC,19.2,11.4,126.6,0.7,0.5,0.5,2.9,0.0,0.2,7.2
,high,27.3,15.9,176.2,1.5,0.0,0.9,3.8,0.1,0.2,11.4
,low,11.0,7.0,77.0,0.0,0.9,0.0,2.0,0.0,0.2,4.1
Kyle Allen,WAS,11.2,7.1,80.6,0.4,0.3,1.7,8.1,0.1,0.1,5.3
,high,11.2,7.1,80.6,0.4,0.3,1.7,8.1,0.1,0.1,5.3
,low,11.2,7.1,80.6,0.4,0.3,1.7,8.1,0.1,0.1,5.3
Tim Boyle,GB,12.8,7.4,83.4,0.5,0.5,0.4,1.7,0.0,0.1,4.6
,high,12.8,7.4,83.4,0.5,0.5,0.4,1.7,0.0,0.1,4.6
,low,12.8,7.4,83.4,0.5,0.5,0.4,1.7,0.0,0.1,4.6
James Morgan,NYJ,5.4,3.2,34.6,0.2,0.2,0.2,0.9,0.0,0.0,1.9
,high,5.4,3.2,34.6,0.2,0.2,0.2,0.9,0.0,0.0,1.9
,low,5.4,3.2,34.6,0.2,0.2,0.2,0.9,0.0,0.0,1.9
Clayton Thorson,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone Kizer,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Sloter,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Eason,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Siemian,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Stanley,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben DiNucci,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Rypien,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Rosen,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Gilbert,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Webb,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Fromm,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McGough,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Blough,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lauletta,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Kelly,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlin Hodges,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
