Lamar Jackson,BAL,470.5,303.9,"3,408.2",29.4,11.2,167.6,922.8,6.7,0.0,363.8
,high,501.1,325.9,"3,561.5",30.0,10.5,170.2,988.0,7.4,0.0,417.6
,low,440.0,282.0,"3,255.0",28.7,12.0,165.0,857.7,6.0,0.0,359.2
Patrick Mahomes II,KC,579.8,380.0,"4,638.2",36.0,10.3,51.4,213.1,2.0,0.0,342.3
,high,593.6,387.0,"4,694.4",38.0,9.0,56.0,229.0,2.1,0.0,400.0
,low,566.0,373.0,"4,582.0",34.0,11.7,46.9,197.2,2.0,0.0,344.9
Dak Prescott,DAL,583.2,378.3,"4,515.3",29.0,11.2,64.1,279.2,3.8,0.0,325.4
,high,596.0,387.0,"4,530.0",30.1,10.4,71.0,304.0,4.0,0.0,392.9
,low,570.3,369.5,"4,500.6",28.0,12.0,57.2,254.4,3.7,0.0,322.7
Russell Wilson,SEA,510.1,332.6,"3,983.2",30.6,8.4,72.2,365.6,2.5,0.0,316.8
,high,526.3,344.3,"4,016.3",31.3,8.0,74.0,370.3,3.0,0.0,371.6
,low,494.0,321.0,"3,950.0",30.0,8.7,70.4,361.0,2.0,0.0,313.8
Deshaun Watson,HOU,537.5,351.1,"3,974.6",26.6,12.9,92.4,456.3,4.6,0.0,313.1
,high,549.9,361.3,"4,115.3",28.2,12.8,95.8,482.0,5.0,0.0,369.9
,low,525.0,341.0,"3,834.0",25.0,13.0,89.0,430.7,4.3,0.0,315.3
Josh Allen,BUF,517.7,310.6,"3,549.4",21.6,11.7,120.1,572.9,7.2,0.0,305.5
,high,518.5,311.3,"3,622.0",22.0,11.0,135.3,610.8,7.5,0.0,364.6
,low,517.0,310.0,"3,476.8",21.1,12.3,105.0,535.0,7.0,0.0,293.3
Kyler Murray,ARI,568.7,366.6,"4,169.4",24.8,12.0,88.7,451.5,3.0,0.0,305.3
,high,585.0,374.0,"4,184.8",25.0,11.1,97.0,513.0,3.1,0.0,377.0
,low,552.4,359.2,"4,154.0",24.6,13.0,80.4,390.1,3.0,0.0,298.5
Matt Ryan,ATL,628.4,416.9,"4,700.4",27.6,12.1,35.7,130.6,1.0,0.0,292.9
,high,642.0,430.0,"4,714.9",28.0,11.2,37.0,134.0,1.0,0.0,365.7
,low,614.8,403.8,"4,686.0",27.2,13.0,34.4,127.2,0.9,0.0,287.6
Carson Wentz,PHI,561.0,362.0,"4,027.5",27.8,8.7,60.3,229.5,2.0,0.0,289.5
,high,573.0,367.0,"4,118.0",29.5,7.0,70.0,251.0,2.0,0.0,347.0
,low,549.0,357.0,"3,937.0",26.0,10.3,50.5,208.0,1.9,0.0,278.8
Drew Brees,NO,549.4,394.0,"4,254.8",31.6,9.7,25.1,40.7,0.8,0.0,286.3
,high,581.9,410.0,"4,371.6",32.0,8.0,29.0,58.3,1.0,0.0,343.2
,low,517.0,378.0,"4,138.0",31.3,11.3,21.2,23.0,0.6,0.0,285.4
Aaron Rodgers,GB,573.5,362.3,"4,145.7",27.0,9.0,41.2,187.7,1.1,0.0,281.5
,high,582.0,366.0,"4,161.5",28.1,6.0,44.0,194.0,1.3,0.0,335.9
,low,564.9,358.6,"4,130.0",26.0,11.9,38.5,181.3,1.0,0.0,278.8
Tom Brady,TB,584.1,372.6,"4,236.6",28.6,9.2,24.4,47.7,1.1,0.0,276.6
,high,604.3,379.2,"4,303.2",30.1,8.4,24.9,62.3,1.2,0.0,325.8
,low,564.0,366.0,"4,170.0",27.0,10.0,24.0,33.0,1.0,0.0,286.0
Cam Newton,NE,510.8,316.4,"3,587.1",23.9,13.3,101.5,373.8,4.4,0.0,276.0
,high,543.5,336.9,"3,734.2",25.8,12.0,122.0,377.0,4.7,0.0,321.7
,low,478.0,296.0,"3,440.0",22.0,14.6,81.1,370.6,4.0,0.0,281.0
Matthew Stafford,DET,580.4,379.5,"4,419.1",26.6,10.4,21.3,77.1,0.8,0.0,275.3
,high,581.0,382.0,"4,483.1",28.0,9.7,23.0,85.3,1.0,0.0,342.7
,low,579.7,377.0,"4,355.0",25.3,11.0,19.7,69.0,0.7,0.0,270.0
Jared Goff,LAR,592.9,377.8,"4,344.2",26.5,14.2,36.3,104.0,1.2,0.0,268.6
,high,594.9,378.0,"4,433.0",28.0,14.0,39.0,133.0,1.3,0.0,335.2
,low,591.0,377.5,"4,255.4",25.0,14.5,33.5,75.0,1.0,0.0,267.5
Daniel Jones,NYG,557.8,348.0,"3,825.7",24.5,13.7,60.2,285.0,2.2,0.0,265.0
,high,580.7,364.1,"4,014.4",25.0,13.4,61.4,303.0,2.3,0.0,324.2
,low,535.0,332.0,"3,637.0",24.0,14.0,59.0,267.0,2.0,0.0,259.3
Ryan Tannehill,TEN,480.8,316.3,"3,799.0",24.3,11.8,55.5,242.7,2.3,0.0,263.4
,high,493.5,328.6,"3,947.1",24.5,11.0,63.1,274.3,2.6,0.0,311.7
,low,468.0,304.0,"3,651.0",24.0,12.6,48.0,211.0,2.0,0.0,266.2
Ben Roethlisberger,PIT,546.4,357.3,"4,164.9",28.3,13.8,16.1,42.8,0.8,0.0,261.1
,high,580.7,381.5,"4,389.7",29.6,13.7,19.0,46.7,1.0,0.0,314.9
,low,512.0,333.0,"3,940.0",27.0,14.0,13.3,39.0,0.6,0.0,272.2
Kirk Cousins,MIN,523.7,349.3,"3,955.6",25.8,9.1,30.2,99.8,1.2,0.0,260.1
,high,527.4,350.6,"4,066.2",26.6,9.0,32.3,125.6,1.3,0.0,305.7
,low,520.0,348.0,"3,845.0",25.0,9.2,28.0,74.0,1.0,0.0,265.1
Gardner Minshew II,JAC,550.7,336.5,"3,825.9",22.0,11.4,64.4,284.7,1.9,0.0,258.5
,high,568.3,353.0,"3,976.8",23.0,11.0,70.0,321.0,2.0,0.0,319.9
,low,533.0,320.0,"3,675.0",21.0,11.7,58.8,248.5,1.9,0.0,248.1
Jimmy Garoppolo,SF,505.6,333.9,"3,894.9",27.2,12.0,33.3,93.9,1.3,0.0,257.7
,high,517.2,346.8,"3,934.9",28.5,12.0,35.6,132.8,1.5,0.0,308.3
,low,494.0,321.0,"3,855.0",26.0,12.1,31.0,55.0,1.0,0.0,262.1
Baker Mayfield,CLE,540.1,333.5,"3,915.8",25.5,15.1,29.7,139.4,1.2,0.0,249.8
,high,558.2,344.0,"4,075.7",27.0,15.0,31.4,148.0,1.5,0.0,304.6
,low,522.0,323.0,"3,756.0",24.0,15.3,28.0,130.8,1.0,0.0,258.3
Joe Burrow,CIN,546.1,340.1,"3,899.7",22.4,15.5,51.9,207.7,1.7,0.0,245.8
,high,574.1,359.2,"4,072.3",23.0,13.9,66.0,259.0,2.0,0.0,316.3
,low,518.0,321.0,"3,727.0",21.8,17.0,37.7,156.4,1.4,0.0,242.0
Drew Lock,DEN,528.4,336.2,"3,705.9",21.8,11.4,45.0,176.9,1.6,0.0,239.9
,high,534.8,343.3,"3,863.7",22.0,10.8,59.0,225.0,2.0,0.0,299.9
